-0.004089, 0.538920, 0.123468, 1.000000, 
-0.000506, 0.342496, -0.012782, 1.000000, 
-0.154151, 0.344722, -0.022635, 1.000000, 
-0.332348, 0.156714, -0.039536, 1.000000, 
-0.500584, -0.014395, -0.070983, 1.000000, 
0.163431, 0.342631, -0.010605, 1.000000, 
0.335291, 0.157957, -0.034198, 1.000000, 
0.493293, -0.014317, -0.062586, 1.000000, 
0.007693, -0.121904, 0.015521, 1.000000, 
-0.112966, -0.119851, 0.006697, 1.000000, 
-0.090817, -0.536732, 0.002483, 1.000000, 
-0.098922, -0.913784, -0.014292, 1.000000, 
0.121060, -0.120875, 0.026578, 1.000000, 
0.087902, -0.537919, 0.015384, 1.000000, 
0.091709, -0.914558, -0.027000, 1.000000, 
-0.038634, 0.564202, 0.092443, 1.000000, 
0.030826, 0.581029, 0.085295, 1.000000, 
-0.081666, 0.528469, -0.000300, 1.000000, 
0.076109, 0.529677, 0.017491, 1.000000, 
0.092974, -1.002010, 0.125634, 1.000000, 
0.116122, -0.997929, 0.095433, 1.000000, 
0.089053, -0.953837, -0.054081, 1.000000, 
-0.084255, -0.997228, 0.127972, 1.000000, 
-0.135337, -0.972070, 0.089310, 1.000000, 
-0.098671, -0.953233, -0.044426, 1.000000, 
